team_id,team_name,user_id,email,person_linkedin_url,total_lines_changed,ai_lines_changed,non_ai_lines_changed,pct_ai_lines_changed,pct_non_ai_lines_changed,commit_count
9999999,Sample Development Team,100000000,abigail.green@acmecorp.com,https://linkedin.com/in/abigail-green-1317,1646,681,965,41.38,58.62,2
9999999,Sample Development Team,100000001,henry.adams@acmecorp.com,https://linkedin.com/in/henry-adams-5396,1067,558,509,52.26,47.74,1
9999999,Sample Development Team,100000002,wayne.flores@acmecorp.com,https://linkedin.com/in/wayne-flores-8394,1093,686,407,62.76,37.24,1
9999999,Sample Development Team,100000003,keith.alvarez@acmecorp.com,,32376,22993,9383,71.02,28.98,19
9999999,Sample Development Team,100000004,lauren.kennedy@acmecorp.com,https://linkedin.com/in/lauren-kennedy-4393,22539,11317,11222,50.21,49.79,15
9999999,Sample Development Team,100000005,sean.peterson@acmecorp.com,https://linkedin.com/in/sean-peterson-5621,619001,370419,248582,59.84,40.16,847
9999999,Sample Development Team,100000006,jerry.nelson@acmecorp.com,https://linkedin.com/in/jerry-nelson-5450,1905,605,1300,31.75,68.25,1
9999999,Sample Development Team,100000007,ann.lewis@acmecorp.com,,188412,81271,107141,43.13,56.87,321
9999999,Sample Development Team,100000008,austin.coleman@acmecorp.com,https://linkedin.com/in/austin-coleman-5693,8437,4924,3513,58.36,41.64,5
9999999,Sample Development Team,100000009,evelyn.edwards@acmecorp.com,https://linkedin.com/in/evelyn-edwards-3094,25886,13419,12467,51.84,48.16,14
9999999,Sample Development Team,100000010,harold.martinez@acmecorp.com,https://linkedin.com/in/harold-martinez-3135,1760,1340,420,76.14,23.86,2
9999999,Sample Development Team,100000011,lisa.alvarez@acmecorp.com,https://linkedin.com/in/lisa-alvarez-8973,56444,33980,22464,60.20,39.80,46
9999999,Sample Development Team,100000012,dorothy.porter@acmecorp.com,,38372,6955,31417,18.12,81.88,37
9999999,Sample Development Team,100000013,thomas.washington@acmecorp.com,https://linkedin.com/in/thomas-washington-3993,2520,1816,704,72.07,27.93,4
9999999,Sample Development Team,100000014,billy.jordan@acmecorp.com,https://linkedin.com/in/billy-jordan-5266,4426,364,4062,8.23,91.77,8
9999999,Sample Development Team,100000015,nathan.fisher@acmecorp.com,https://linkedin.com/in/nathan-fisher-2360,55053,22797,32256,41.41,58.59,87
9999999,Sample Development Team,100000016,raymond.ross@acmecorp.com,,54799,29215,25584,53.31,46.69,41
9999999,Sample Development Team,100000017,susan.wood@acmecorp.com,https://linkedin.com/in/susan-wood-6220,7291,2603,4688,35.71,64.29,6
9999999,Sample Development Team,100000018,ronald.long@acmecorp.com,https://linkedin.com/in/ronald-long-6593,3638,2471,1167,67.91,32.09,3
9999999,Sample Development Team,100000019,raymond.hall@acmecorp.com,https://linkedin.com/in/raymond-hall-1476,17543,2878,14665,16.41,83.59,10
9999999,Sample Development Team,100000020,brenda.brooks@acmecorp.com,https://linkedin.com/in/brenda-brooks-2962,1236,711,525,57.53,42.47,1
9999999,Sample Development Team,100000021,danielle.clark@acmecorp.com,,16279,9316,6963,57.23,42.77,21
9999999,Sample Development Team,100000022,bobby.rivera@acmecorp.com,https://linkedin.com/in/bobby-rivera-8189,14336,8332,6004,58.12,41.88,11
9999999,Sample Development Team,100000023,barbara.parker@acmecorp.com,https://linkedin.com/in/barbara-parker-7799,6867,3148,3719,45.84,54.16,9
9999999,Sample Development Team,100000024,maria.gonzales@acmecorp.com,,6560,2528,4032,38.54,61.46,9
9999999,Sample Development Team,100000025,brenda.wallace@acmecorp.com,https://linkedin.com/in/brenda-wallace-4230,83626,28456,55170,34.03,65.97,58
9999999,Sample Development Team,100000026,kenneth.stevens@acmecorp.com,https://linkedin.com/in/kenneth-stevens-8915,1143,315,828,27.54,72.46,1
9999999,Sample Development Team,100000027,jean.stevens@acmecorp.com,https://linkedin.com/in/jean-stevens-6878,15904,4809,11095,30.24,69.76,15
9999999,Sample Development Team,100000028,brenda.clark@acmecorp.com,https://linkedin.com/in/brenda-clark-5552,28544,15171,13373,53.15,46.85,25
9999999,Sample Development Team,100000029,justin.olson@acmecorp.com,https://linkedin.com/in/justin-olson-2917,101570,60242,41328,59.31,40.69,75
9999999,Sample Development Team,100000030,kelly.wilson@acmecorp.com,,5404,2550,2854,47.19,52.81,6
9999999,Sample Development Team,100000031,linda.fernandez@acmecorp.com,,47811,17918,29893,37.48,62.52,32
9999999,Sample Development Team,100000032,walter.allen@acmecorp.com,https://linkedin.com/in/walter-allen-6543,7004,4816,2188,68.76,31.24,6
9999999,Sample Development Team,100000033,albert.james@acmecorp.com,https://linkedin.com/in/albert-james-7286,32986,31128,1858,94.37,5.63,24
9999999,Sample Development Team,100000034,dorothy.jackson@acmecorp.com,https://linkedin.com/in/dorothy-jackson-2602,10031,6325,3706,63.06,36.94,17
9999999,Sample Development Team,100000035,beverly.phillips@acmecorp.com,https://linkedin.com/in/beverly-phillips-6391,21684,16023,5661,73.89,26.11,13
9999999,Sample Development Team,100000036,barbara.patel@acmecorp.com,,15443,2686,12757,17.39,82.61,31
9999999,Sample Development Team,100000037,albert.bryant@acmecorp.com,https://linkedin.com/in/albert-bryant-4732,36242,26639,9603,73.50,26.50,19
9999999,Sample Development Team,100000038,matthew.ross@acmecorp.com,https://linkedin.com/in/matthew-ross-1667,51402,23940,27462,46.57,53.43,53
9999999,Sample Development Team,100000039,virginia.castillo@acmecorp.com,https://linkedin.com/in/virginia-castillo-9860,9553,6259,3294,65.52,34.48,8
9999999,Sample Development Team,100000040,carolyn.gibson@acmecorp.com,,32500,30875,1625,95.00,5.00,43
9999999,Sample Development Team,100000041,melissa.romero@acmecorp.com,https://linkedin.com/in/melissa-romero-3513,195407,134999,60408,69.09,30.91,203
9999999,Sample Development Team,100000042,joan.long@acmecorp.com,https://linkedin.com/in/joan-long-5653,20050,10963,9087,54.68,45.32,15
9999999,Sample Development Team,100000043,rebecca.harris@acmecorp.com,https://linkedin.com/in/rebecca-harris-1814,59614,31469,28145,52.79,47.21,56
9999999,Sample Development Team,100000044,kayla.murray@acmecorp.com,,1416,205,1211,14.46,85.54,1
9999999,Sample Development Team,100000045,george.gonzalez@acmecorp.com,https://linkedin.com/in/george-gonzalez-7863,35161,19703,15458,56.04,43.96,23
9999999,Sample Development Team,100000046,nicholas.nelson@acmecorp.com,https://linkedin.com/in/nicholas-nelson-8158,6852,4334,2518,63.25,36.75,5
9999999,Sample Development Team,100000047,walter.baker@acmecorp.com,https://linkedin.com/in/walter-baker-2035,6141,3513,2628,57.20,42.80,3
9999999,Sample Development Team,100000048,louise.sanders@acmecorp.com,,104750,41882,62868,39.98,60.02,115
9999999,Sample Development Team,100000049,lori.watson@acmecorp.com,https://linkedin.com/in/lori-watson-1858,23178,9477,13701,40.89,59.11,16
9999999,Sample Development Team,100000050,gabriel.woods@acmecorp.com,https://linkedin.com/in/gabriel-woods-3477,35810,12874,22936,35.95,64.05,25
9999999,Sample Development Team,100000051,marilyn.gonzales@acmecorp.com,https://linkedin.com/in/marilyn-gonzales-8245,12757,638,12119,5.00,95.00,10
9999999,Sample Development Team,100000052,adam.clark@acmecorp.com,https://linkedin.com/in/adam-clark-9707,9443,1895,7548,20.07,79.93,6
9999999,Sample Development Team,100000053,eugene.chen@acmecorp.com,,25088,16803,8285,66.98,33.02,17
9999999,Sample Development Team,100000054,henry.garcia@acmecorp.com,,5373,3066,2307,57.07,42.93,6
9999999,Sample Development Team,100000055,brenda.allen@acmecorp.com,https://linkedin.com/in/brenda-allen-9026,6390,1035,5355,16.19,83.81,7
9999999,Sample Development Team,100000056,nathan.cole@acmecorp.com,https://linkedin.com/in/nathan-cole-7134,13228,8299,4929,62.74,37.26,9
9999999,Sample Development Team,100000057,walter.jordan@acmecorp.com,https://linkedin.com/in/walter-jordan-3306,2245,1073,1172,47.79,52.21,2
9999999,Sample Development Team,100000058,joshua.henry@acmecorp.com,https://linkedin.com/in/joshua-henry-4156,8628,8197,431,95.00,5.00,6
9999999,Sample Development Team,100000059,sharon.torres@acmecorp.com,https://linkedin.com/in/sharon-torres-6466,36264,17399,18865,47.98,52.02,28
9999999,Sample Development Team,100000060,larry.hamilton@acmecorp.com,https://linkedin.com/in/larry-hamilton-5958,9985,6442,3543,64.52,35.48,6
9999999,Sample Development Team,100000061,marilyn.scott@acmecorp.com,,127369,90943,36426,71.40,28.60,71
9999999,Sample Development Team,100000062,brittany.ward@acmecorp.com,,29118,9379,19739,32.21,67.79,16
9999999,Sample Development Team,100000063,thomas.castro@acmecorp.com,https://linkedin.com/in/thomas-castro-8267,14055,5052,9003,35.95,64.05,8
9999999,Sample Development Team,100000064,vincent.mcdonald@acmecorp.com,https://linkedin.com/in/vincent-mcdonald-1650,8962,5857,3105,65.35,34.65,15
9999999,Sample Development Team,100000065,gregory.cole@acmecorp.com,,29385,16564,12821,56.37,43.63,53
9999999,Sample Development Team,100000066,teresa.hill@acmecorp.com,https://linkedin.com/in/teresa-hill-3814,7693,3993,3700,51.90,48.10,7
9999999,Sample Development Team,100000067,laura.wallace@acmecorp.com,https://linkedin.com/in/laura-wallace-9661,1025,567,458,55.36,44.64,1
9999999,Sample Development Team,100000068,charles.herrera@acmecorp.com,https://linkedin.com/in/charles-herrera-1515,10526,4557,5969,43.29,56.71,6
9999999,Sample Development Team,100000069,lisa.kim@acmecorp.com,https://linkedin.com/in/lisa-kim-7593,1564,755,809,48.27,51.73,1
9999999,Sample Development Team,100000070,ryan.lopez@acmecorp.com,https://linkedin.com/in/ryan-lopez-7751,8737,4876,3861,55.81,44.19,15
9999999,Sample Development Team,100000071,roger.guzman@acmecorp.com,https://linkedin.com/in/roger-guzman-9817,20797,7933,12864,38.14,61.86,19
9999999,Sample Development Team,100000072,sandra.simmons@acmecorp.com,https://linkedin.com/in/sandra-simmons-1841,719054,511212,207842,71.10,28.90,524
9999999,Sample Development Team,100000073,keith.coleman@acmecorp.com,https://linkedin.com/in/keith-coleman-6311,77588,28277,49311,36.44,63.56,60
9999999,Sample Development Team,100000074,abigail.gonzalez@acmecorp.com,https://linkedin.com/in/abigail-gonzalez-7709,55289,33973,21316,61.45,38.55,28
9999999,Sample Development Team,100000075,lawrence.kennedy@acmecorp.com,https://linkedin.com/in/lawrence-kennedy-6892,9523,4872,4651,51.16,48.84,16
9999999,Sample Development Team,100000076,cynthia.woods@acmecorp.com,https://linkedin.com/in/cynthia-woods-1204,27055,17757,9298,65.63,34.37,22
9999999,Sample Development Team,100000077,vincent.evans@acmecorp.com,https://linkedin.com/in/vincent-evans-5447,8095,3775,4320,46.63,53.37,8
9999999,Sample Development Team,100000078,stephen.hill@acmecorp.com,https://linkedin.com/in/stephen-hill-3660,104589,86548,18041,82.75,17.25,156
9999999,Sample Development Team,100000079,justin.perry@acmecorp.com,,6181,3035,3146,49.11,50.89,3
9999999,Sample Development Team,100000080,john.tucker@acmecorp.com,https://linkedin.com/in/john-tucker-1539,6532,4579,1953,70.11,29.89,8
9999999,Sample Development Team,100000081,sophia.brown@acmecorp.com,https://linkedin.com/in/sophia-brown-3041,8973,4309,4664,48.02,51.98,13
9999999,Sample Development Team,100000082,billy.brooks@acmecorp.com,https://linkedin.com/in/billy-brooks-6484,1004,647,357,64.48,35.52,1
9999999,Sample Development Team,100000083,bruce.patterson@acmecorp.com,https://linkedin.com/in/bruce-patterson-3968,1076,285,791,26.48,73.52,1
9999999,Sample Development Team,100000084,russell.jordan@acmecorp.com,https://linkedin.com/in/russell-jordan-5288,20953,17210,3743,82.14,17.86,41
9999999,Sample Development Team,100000085,rachel.walker@acmecorp.com,,21884,12433,9451,56.81,43.19,12
9999999,Sample Development Team,100000086,margaret.chavez@acmecorp.com,https://linkedin.com/in/margaret-chavez-9965,73021,46129,26892,63.17,36.83,101
9999999,Sample Development Team,100000087,raymond.henderson@acmecorp.com,,6287,5131,1156,81.61,18.39,9
9999999,Sample Development Team,100000088,sharon.murphy@acmecorp.com,https://linkedin.com/in/sharon-murphy-1481,71968,22853,49115,31.75,68.25,46
9999999,Sample Development Team,100000089,juan.lopez@acmecorp.com,https://linkedin.com/in/juan-lopez-6774,9646,6024,3622,62.45,37.55,6
9999999,Sample Development Team,100000090,christian.rodriguez@acmecorp.com,https://linkedin.com/in/christian-rodriguez-9114,5352,3454,1898,64.54,35.46,3
